"","AT","AP","AH","AFDP","GTEP","TIT","TAT","TEY","CDP","CO","NOX"
"11505",27.473,1009.1,75.503,4.2788,29.25,1099.3,547.22,144.88,13.03,1.7348,53.374
"11506",27.297,1009,77.854,4.2254,28.89,1099.4,548.38,144.2,12.951,1.7234,53.7
"11507",27.153,1008.9,79.034,4.3021,29.28,1099.5,547.11,144.97,13.076,2.1124,54.428
"11508",26.962,1008.6,80.021,4.2503,29.069,1099.3,547.39,144.66,13.044,1.9626,55.786
"11509",26.84,1008.4,79.495,4.3391,29.725,1099.8,545.95,146.22,13.19,1.9744,55.85
"11510",26.798,1008.4,78.841,3.4888,23.43,1066.4,547.24,121.43,11.5,3.7025,50.733
"11511",26.377,1008.3,79.801,3.7743,25.67,1078.2,546.89,130.32,12.056,2.6708,50.219
"11512",25.911,1008.5,80.724,4.3162,29.861,1099.6,545.47,146.72,13.145,1.7168,54.355
"11513",25.517,1008.9,83.202,3.0365,20.202,1052.7,549.88,110.43,10.675,4.2816,49.405
"11514",26.552,1009.1,82.552,4.3493,29.64,1099,545.92,144.83,13.052,1.7102,56.274
"11515",27.855,1009.4,75.635,4.496,30.485,1099.8,543.47,147.2,13.284,1.7025,53.372
"11516",28.972,1009.6,69.813,4.4305,29.915,1099.9,545.32,146.41,13.138,1.6136,53.627
"11517",29.759,1009.8,66.469,4.4286,29.773,1100.1,545.76,146.18,13.191,1.1655,51.742
"11518",30.421,1010.1,63.591,4.4322,29.826,1099.9,545.79,146.16,13.111,1.151,51.933
"11519",30.805,1010.2,61.608,4.4102,29.649,1100.2,546.35,146.02,13.084,1.2705,51.616
"11520",31.105,1010.2,61.517,4.4185,29.536,1100,546.46,145.92,13.073,1.48,52.05
"11521",30.985,1010.2,63.22,4.3759,29.297,1100,547.32,145.37,13.093,1.5163,51.411
"11522",30.347,1010.2,64.522,4.4315,29.761,1099.9,545.74,146.44,13.141,1.4763,51.462
"11523",30.061,1010.5,62.664,4.414,29.795,1100.1,545.65,146.68,13.177,1.5891,51.828
"11524",29.497,1011,58.59,4.4825,30.43,1100,543.35,148.38,13.323,1.6281,52.212
"11525",29.09,1011.3,51.661,4.486,30.552,1100,542.88,149.34,13.369,1.8529,54.393
"11526",28.535,1011.9,53.645,4.4689,30.505,1100.1,542.9,149.26,13.34,1.8868,55.239
"11527",27.899,1012.6,57.619,4.3736,29.89,1100.1,545.05,147.88,13.151,1.8332,55.409
"11528",27.415,1012.9,55.774,4.4579,30.498,1100.1,542.76,149.4,13.372,1.9528,56.614
"11529",27.215,1013.3,59.031,4.3738,29.887,1100,544.92,148.09,13.261,1.8194,55.276
"11530",26.843,1013.1,64.185,4.4086,30.115,1100,544.19,148.36,13.289,1.7504,54.46
"11531",26.212,1012.6,66.851,4.3493,29.797,1099.9,545.09,147.91,13.22,1.8288,54.918
"11532",25.924,1012.2,68.456,3.8591,26.199,1080.8,546.05,133.23,12.239,2.3975,51.341
"11533",25.803,1012.2,68.174,3.0287,20.113,1052.3,549.99,109.88,10.649,3.7988,50.321
"11534",25.682,1012.1,64.446,3.0408,20.304,1053.2,549.94,110.54,10.638,4.059,52.275
"11535",25.289,1012.1,63.863,3.0498,20.172,1052.9,550.02,110.4,10.665,3.8288,52.211
"11536",24.696,1012.2,67.612,2.9997,20.123,1052.6,549.94,110.47,10.654,3.8316,52.093
"11537",24.27,1012.5,69.863,3.0205,19.981,1051.6,549.96,109.82,10.64,4.4115,52.884
"11538",25.291,1012.6,69.307,3.043,20.243,1052.8,549.96,110.14,10.645,3.7235,49.976
"11539",26.929,1013,64,3.7931,25.445,1076.7,546.21,129.43,11.991,2.5813,50.103
"11540",27.785,1013.3,60.01,4.4801,30.362,1099.8,543.38,148.8,13.288,1.5807,51.692
"11541",28.733,1013.5,55.142,4.4964,30.409,1100,543.29,148.79,13.282,1.1397,51.509
"11542",29.297,1013.6,53.47,4.4162,29.84,1099.9,545.24,147.55,13.246,1.3109,51.86
"11543",29.697,1013.6,52.101,4.4997,30.362,1099.9,543.55,148.62,13.27,1.3486,51.517
"11544",30.096,1013.6,49.579,4.467,30.078,1099.9,544.45,148.38,13.234,1.5966,51.237
"11545",30.349,1013.4,48.51,4.4335,29.688,1100.1,545.75,147.72,13.114,1.5064,51.543
"11546",30.267,1013.3,49.832,4.442,30.011,1099.9,544.83,148.2,13.223,1.8158,51.598
"11547",29.943,1013.2,51.311,4.4689,30.344,1100,543.71,148.86,13.267,2.1492,52.965
"11548",29.448,1013.3,54.731,4.4423,30.082,1100,544.5,148.4,13.257,2.2516,53.453
"11549",28.698,1013.5,58.779,4.4892,30.411,1100.1,543.29,148.76,13.306,1.9682,52.395
"11550",28.095,1013.7,63.005,4.4067,29.944,1100,544.77,147.67,13.208,1.3888,51.736
"11551",27.393,1013.9,68.414,4.3707,29.745,1100,545.5,147.01,13.243,1.4182,51.096
"11552",26.999,1014.3,71.575,4.3829,29.945,1100,544.94,147.14,13.189,1.6959,51.445
"11553",26.587,1014,72.895,4.289,29.171,1099.9,547.27,145.9,13.094,1.5218,52.41
"11554",25.629,1013.7,75.639,4.3258,29.587,1099.8,545.43,147.29,13.192,1.4482,51.788
"11555",24.738,1013.3,79.701,4.1795,28.621,1099.1,548.29,145,12.918,1.6749,53.519
"11556",24.301,1013.1,80.742,4.2807,29.44,1100,546.28,147,13.152,1.2658,52.795
"11557",23.925,1012.6,80.508,4.3385,29.858,1100,544.61,148.37,13.253,1.2501,52.243
"11558",23.547,1012.4,81.533,4.398,30.303,1099.9,543.21,149.2,13.347,1.6435,53.269
"11559",23.561,1012.3,80.494,4.3999,30.4,1100,543.23,149.26,13.384,1.913,53.638
"11560",23.314,1012.2,80.158,4.3785,30.327,1100,543.5,149.43,13.295,2.0027,53.381
"11561",22.857,1012.2,81.521,4.3327,30.057,1100,544.16,148.96,13.288,1.8784,53.738
"11562",23.788,1012.3,82.76,4.3485,29.88,1099.7,544.92,147.36,13.201,1.3471,54.735
"11563",25.77,1012.4,78.649,3.0581,20.26,1052.7,550.04,109.99,10.621,3.5996,48.848
"11564",27.97,1012.3,67.551,3.2212,21.303,1057.4,549.41,113.2,10.842,3.3605,48.757
"11565",29.266,1012.3,57.657,4.5261,30.593,1099.9,543.11,148.25,13.311,0.88946,51.895
"11566",30.325,1012.2,52.65,4.4494,30.134,1099.9,544.52,147.41,13.243,0.94388,52.868
"11567",30.824,1012.1,50.651,4.4227,29.885,1100,545.62,146.98,13.197,1.2106,53.384
"11568",31.153,1012,47.665,4.4043,29.639,1099.9,546.36,146.87,13.116,1.2826,51.693
"11569",31.568,1011.7,47.73,4.4482,30.022,1100.1,545.29,147.31,13.194,1.3917,51.636
"11570",31.634,1011.5,48.044,4.4234,29.87,1100.1,545.72,147.1,13.231,1.5747,52.769
"11571",31.507,1011.2,50.883,4.3652,29.575,1100,546.63,146.44,13.104,1.9419,55.183
"11572",31.017,1011.1,53.906,4.3752,29.632,1100,546.23,146.59,13.204,1.9779,55.247
"11573",30.48,1011,56.968,3.0911,20.446,1053.2,549.82,109.47,10.564,4.0303,49.546
"11574",29.362,1011,61.568,3.2313,21.415,1056.7,548.45,113.07,10.948,3.7741,47.038
"11575",28.115,1011.2,67.051,4.4436,30.32,1100.1,543.69,148,13.241,1.6856,51.546
"11576",27.12,1011.6,72.43,4.4208,30.23,1099.9,544.04,147.57,13.299,1.7207,51.944
"11577",26.658,1011.8,75.521,4.3275,29.657,1100,546.16,146.22,13.131,1.5616,52.532
"11578",26.125,1011.5,77.004,4.3035,29.454,1099.9,546.72,146.2,13.138,1.7523,53.012
"11579",25.465,1011.2,79.355,4.3545,29.862,1099.8,545.03,147.25,13.233,1.7468,53.235
"11580",25.201,1010.9,81.597,4.2782,29.081,1099.6,547.15,145.66,13.101,1.0462,51.736
"11581",25.137,1010.6,80.212,4.3188,29.612,1099.8,546.21,146.66,13.091,1.3839,53.425
"11582",24.644,1010.1,81.76,4.3321,29.801,1100,545.58,147.52,13.157,1.5623,54.369
"11583",24.152,1009.9,82.628,4.3847,30.137,1099.9,544.41,148.37,13.258,1.6133,53.814
"11584",23.604,1009.8,82.364,4.3804,30.036,1100,544.46,148.4,13.26,1.6685,55.041
"11585",22.969,1009.9,83.7,4.3641,30.033,1100,544.42,148.65,13.239,1.807,54.813
"11586",22.891,1009.8,85.618,4.3198,29.681,1100.1,545.7,147.88,13.104,1.2,53.45
"11587",24.617,1010.2,80.287,4.3912,30.172,1099.9,544.52,148.04,13.249,1.105,53.928
"11588",26.753,1010.2,67.962,4.3594,29.805,1099.9,545.79,147.21,13.118,1.4469,54.41
"11589",28.529,1010.3,61.744,4.4136,30.018,1099.9,545.31,147.14,13.16,0.95295,52.769
"11590",29.717,1010.3,57.389,4.4296,30.199,1099.9,544.72,147.66,13.204,0.9261,53.272
"11591",30.186,1010.2,54.326,4.3978,29.979,1099.9,545.68,147.14,13.121,1.1432,55.143
"11592",31.218,1009.8,52.433,4.3754,29.712,1100,546.67,146.55,13.094,1.9909,56.346
"11593",32.164,1009.5,49.455,4.3849,29.723,1099.8,546.57,146.66,13.051,1.9906,56.683
"11594",32.182,1009.1,42.273,4.4085,29.996,1100,545.45,147.86,13.162,1.9827,55.619
"11595",32.231,1009.1,39.002,4.4552,30.431,1099.9,543.85,148.91,13.277,1.6531,56.062
"11596",31.669,1009.1,41.403,4.457,30.363,1100,544.15,148.56,13.262,1.5596,55.756
"11597",31.063,1008.7,38.527,4.5388,30.984,1100.1,542.31,150.07,13.38,1.8657,56.982
"11598",30.453,1008.7,41.748,4.4137,30.144,1100,545.13,148.13,13.15,2.1264,58.281
"11599",29.302,1008.9,50.221,4.391,30.111,1100,545.41,147.77,13.181,2.1563,57.066
"11600",27.656,1008.8,53.534,4.4089,30.425,1100.1,544.11,149.06,13.291,2.0463,57.719
"11601",26.281,1009,61.49,4.2887,29.571,1100.1,546.8,147.1,13.074,1.682,56.641
"11602",25.121,1008.9,66.389,4.3374,30.133,1100,544.82,148.77,13.24,1.7121,55.935
"11603",23.933,1008.9,71.312,4.2878,29.772,1100.2,545.85,148.28,13.162,2.006,56.603
"11604",23.075,1008.5,76.863,4.3379,30.042,1100,544.82,148.83,13.211,1.8933,56.902
"11605",22.501,1008.3,79.425,4.3816,30.067,1100,544.6,149.18,13.264,1.9933,56.63
"11606",21.916,1008.1,80.984,4.4422,30.718,1100,542.39,150.91,13.432,2.2947,56.839
"11607",21.53,1007.8,83.649,4.3838,30.307,1099.7,543.79,149.99,13.359,1.7077,56.788
"11608",21.212,1007.8,83.294,4.4553,30.771,1100,542.08,151.25,13.34,1.5292,56.502
"11609",20.768,1008,84.289,4.3984,30.284,1100.1,543.75,150.51,13.219,1.6552,57.816
"11610",20.771,1008,89.251,4.5102,30.465,1099.9,543.24,150.37,13.315,0.82208,55.846
"11611",22.019,1008,88.034,4.4895,30.304,1100.1,544,149.53,13.263,0.87956,55.987
"11612",24.538,1008.2,76.929,4.5051,30.698,1100,542.99,149.27,13.326,1.4932,55.756
"11613",27.633,1008.3,60.129,4.5082,30.161,1100,544.76,148.15,13.212,1.5563,56.247
"11614",29.703,1008.5,46.104,4.5212,30.322,1100.2,544.21,148.83,13.228,1.4454,57.158
"11615",31.141,1008.5,43.339,4.4851,30.011,1100,545.18,148.25,13.234,1.6932,58.415
"11616",31.805,1008.4,45.99,4.5003,30.304,1100,544.46,148.43,13.247,1.9562,57.952
"11617",31.907,1008.2,46.62,4.4249,29.545,1100.1,546.9,146.84,13.091,1.9313,58.285
"11618",32.756,1008.1,44.102,4.4488,29.73,1100.1,546.28,147.39,13.074,2.0365,57.618
"11619",32.86,1008,41.117,4.4169,29.41,1100,547.4,147.09,13.084,1.7308,58.144
"11620",32.567,1008,37.47,4.5489,30.289,1100,544.43,149.02,13.241,1.7084,57.692
"11621",31.937,1008.2,42.489,4.4115,29.874,1100,546,147.61,13.153,2.1853,57.217
"11622",30.652,1008.7,54.553,4.3985,30.128,1099.9,545.21,147.33,13.139,1.8758,54.498
"11623",29.089,1008.9,65.559,4.4025,30.01,1100,545.54,146.87,13.218,1.744,53.088
"11624",28.182,1009.2,59.188,4.4567,30.489,1100,543.74,148.23,13.24,2.094,54.633
"11625",27.896,1009.2,62.955,4.3019,29.504,1099.8,546.98,146.03,13.071,1.723,55.175
"11626",27.036,1009.3,60.675,4.3501,30.103,1099.9,545,148.23,13.208,1.8584,56.109
"11627",25.297,1009.4,62.428,4.3074,29.84,1100,545.24,148.58,13.188,1.6832,57.558
"11628",23.679,1009.4,67.654,4.3519,30.221,1099.9,543.96,149.58,13.237,1.1197,55.39
"11629",23.073,1009.2,70.194,4.3955,30.63,1100,542.65,150.66,13.384,1.2176,55.369
"11630",22.733,1009.1,72.688,4.3871,30.521,1099.8,543.16,150.33,13.368,1.3729,56.037
"11631",22.29,1009,77.458,3.5603,24.3,1069.7,546.62,126.01,11.646,2.8349,54.971
"11632",22.375,1009.3,80.242,2.9462,20.047,1051.3,550.07,110.47,10.469,3.747,52.412
"11633",22.536,1009.6,81.512,2.9927,20.117,1051.5,550.17,110.45,10.47,4.177,52.692
"11634",22.983,1009.9,81.151,3.0008,20.21,1052.2,550.06,110.81,10.529,3.915,53.212
"11635",24.774,1010.3,78.711,4.3998,30.082,1096.6,543.4,146.31,13.155,2.0197,55.928
"11636",26.942,1010.8,71.955,4.4529,30.141,1100,544.85,146.99,13.133,1.8849,55.936
"11637",28.446,1010.9,69.309,4.3639,29.456,1099.9,547.02,145.33,13.1,1.4436,55.926
"11638",29.562,1010.8,64.686,4.4042,29.686,1100,546.33,145.95,13.038,1.3129,55.369
"11639",30.942,1010.6,56.561,4.5078,30.103,1100,544.92,147.31,13.174,1.5197,56.262
"11640",31.723,1010.4,54.922,4.4516,29.616,1099.9,546.56,146.45,13.092,1.5034,53.79
"11641",32.48,1010.1,49.168,4.4616,29.715,1099.9,546.32,146.91,13.117,1.71,54.611
"11642",33.205,1009.7,45.046,4.448,29.621,1099.9,546.77,146.75,13.027,1.7714,55.615
"11643",33.558,1009.4,39.831,4.5634,30.429,1099.9,544.04,148.28,13.21,2.1073,57.186
"11644",33.819,1009.2,36.539,4.5208,30.161,1100,544.93,147.7,13.199,2.0064,57.362
"11645",33.466,1009.1,38.828,4.4756,30.11,1100,545.28,147.51,13.214,2.1704,57.797
"11646",32.073,1009.1,49.396,4.382,29.856,1099.9,546.35,146.51,13.08,2.3068,57.585
"11647",30.117,1009.1,68.988,4.3165,29.367,1099.8,547.71,144.4,13.017,2.3266,54.663
"11648",29.005,1009.3,67.114,4.4309,30.432,1099.8,544.07,147.1,13.329,2.1,54.92
"11649",28.246,1009.4,57.005,4.3885,30.292,1100,544.33,148.06,13.301,1.7252,57.441
"11650",26.539,1009.2,54.476,4.3431,30.079,1100.1,544.81,148.77,13.205,1.7391,58.803
"11651",25.445,1009.2,57.481,3.647,24.868,1079.7,549.68,130.06,11.957,2.234,57.195
"11652",25.165,1009.2,64.411,3.6826,24.974,1080.4,549.9,130.21,12.007,1.7387,55.78
"11653",25.308,1009.2,64.955,3.7565,25.346,1082.2,549.73,131.5,12.075,1.6128,55.85
"11654",25.281,1009.1,69.565,3.696,25.201,1081.3,550.01,130.96,11.882,1.9682,54.538
"11655",25.123,1009,76.367,3.7091,25.05,1080.5,550.34,130.52,12.024,2.1087,51.846
"11656",24.496,1009,80.199,3.6948,25.089,1080.7,550.37,130.97,11.895,2.1465,51.652
"11657",24.079,1009.1,82.536,3.6598,25.058,1080.8,550.34,131.17,11.851,2.0852,52.359
"11658",24.111,1009.1,84.125,3.7284,25.478,1082.8,550.16,132.53,12.016,1.667,51.886
"11659",26.006,1009.3,79.892,3.9129,26.325,1084.9,548.3,134.04,12.233,1.8002,51.69
"11660",27.913,1009.6,71.919,4.4296,29.883,1099.8,545.75,146.25,13.175,1.8116,54.007
"11661",29.319,1009.8,65.758,4.342,29.164,1099.7,548.04,144.58,13.02,1.5629,55.2
"11662",30.509,1009.6,59.061,4.4019,29.721,1099.9,546.16,145.91,13.109,1.3118,55.986
"11663",31.65,1009.3,53.318,4.0794,27.273,1090,548.36,137.11,12.502,1.91,57.439
"11664",32.393,1009.1,52.787,4.4548,29.674,1100,546.54,146.66,13.121,1.8442,55.699
"11665",32.526,1008.9,49.913,4.5019,29.989,1099.9,545.54,147.38,13.149,2.0007,56.217
"11666",32.933,1008.7,44.961,4.5466,30.32,1100,544.36,148.29,13.222,1.83,54.989
"11667",33.4,1008.5,42.534,4.4659,29.888,1099.6,546,147.29,13.133,1.2526,54.341
"11668",33.587,1008.4,41.074,4.5074,30.199,1100,545.06,147.96,13.229,1.167,54.136
"11669",33.344,1008.3,40.359,4.5354,30.78,1100.1,543.38,149,13.301,1.4709,55.221
"11670",32.62,1008.6,43.483,3.8706,25.853,1084,549.64,130.88,12,2.3414,60.175
"11671",31.281,1008.7,51.217,3.8062,25.62,1083,550.1,130.48,12.018,2.3023,57.923
"11672",29.799,1008.9,50.42,3.8044,25.563,1082.8,549.95,130.56,12.066,2.2295,58.227
"11673",27.797,1009,54.627,3.7252,25.434,1083.1,549.89,131.74,12.116,1.8747,57.531
"11674",25.899,1008.9,61.547,3.7375,25.421,1083.2,549.83,132.31,12.126,1.8004,56.861
"11675",24.775,1008.9,67.989,3.6155,24.313,1077,549.67,128.21,11.804,2.135,51.991
"11676",23.983,1008.9,73.052,3.6025,24.728,1079,549.93,129.85,11.874,1.6712,50.27
"11677",23.529,1008.7,77.498,3.6322,24.579,1077.9,550.34,129.13,11.879,1.6889,49.527
"11678",23.119,1008.4,80.931,3.6025,24.324,1076.9,550.12,128.52,11.816,2.0426,49.367
"11679",22.837,1008.3,83.544,3.5962,24.3,1076.6,550.27,128.28,11.805,1.8326,49.166
"11680",22.794,1008.3,83.89,3.6481,24.875,1079.9,549.93,130.89,11.844,1.5771,51.192
"11681",23.003,1008.5,83.913,3.6347,24.874,1079.5,550.2,130.61,11.902,1.7357,52.148
"11682",23.358,1008.8,82.135,3.648,24.942,1079.9,550.06,130.76,11.967,1.9989,53.213
"11683",25.032,1009.2,79.208,4.2768,29.072,1093.9,545.02,143.19,12.958,1.9312,54.514
"11684",27.146,1009.4,74.786,4.4482,30.036,1099.9,545.41,146.78,13.179,1.54,54.092
"11685",28.873,1009.7,67.515,4.4258,29.936,1100.1,545.7,146.45,13.194,0.84892,53.74
"11686",29.879,1009.5,59.669,4.4058,29.854,1100.1,546.05,146.48,13.095,0.59573,54.734
"11687",31.407,1009.3,53.86,4.4436,29.852,1099.7,546.1,146.33,13.099,0.74189,55.373
"11688",32.672,1009.2,52.169,4.4573,29.485,1100,547.23,146.07,13.089,1.6001,55.239
"11689",33.204,1008.9,50.021,4.4336,29.525,1099.8,547.27,146.09,13.045,1.8432,55.49
"11690",33.657,1008.6,49.821,4.435,29.527,1100,547.27,146.19,12.979,2.0195,55.881
"11691",33.665,1008.2,47.942,4.4142,29.646,1100,546.98,146.4,13.111,1.7788,56.345
"11692",33.223,1008,49.414,4.4053,29.661,1099.9,546.83,146.42,13.012,1.8284,56.26
"11693",32.826,1007.8,50.546,4.4055,29.795,1099.8,546.48,146.32,13.12,2.0401,56.951
"11694",31.91,1007.8,55.28,4.1488,27.948,1093.4,548.91,139.68,12.609,2.0728,56.975
"11695",30.65,1008.1,55.548,3.8067,25.735,1083.5,550.11,131.03,12.027,2.1922,56.147
"11696",29.216,1008.7,48.138,3.7885,25.621,1083.3,550.24,131.08,11.975,2.1822,59.784
"11697",27.736,1008.6,56.005,3.7127,25.224,1081.3,550.36,130.21,12.023,1.9608,56.207
"11698",26.343,1008.4,65.612,3.6531,24.794,1078.7,550.43,129.04,11.898,2.0484,52.574
"11699",25.194,1008.4,74.177,4.4095,30.361,1100,543.79,148.72,13.258,2.0013,55.416
"11700",24.31,1008,77.707,4.4718,30.616,1099.9,542.88,149.51,13.39,1.3059,53.975
"11701",23.793,1007.8,80.801,4.4193,30.398,1100.1,543.85,149.07,13.237,1.3182,54.843
"11702",23.395,1007.5,83.286,4.4014,30.024,1100,544.87,148.37,13.272,1.3603,55.12
"11703",23.175,1007.3,84.395,4.4342,30.265,1100.1,544,148.84,13.193,0.70905,53.523
"11704",23.014,1007.3,85.832,4.3753,29.81,1100.2,545.54,147.93,13.209,0.73723,53.576
"11705",23.006,1007.6,86.722,4.4101,30.058,1099.9,544.85,148.23,13.243,0.85968,53.622
"11706",23.526,1007.8,86.263,4.3878,29.922,1099.9,545.59,147.59,13.193,0.66196,53.363
"11707",25.242,1007.9,82.326,4.4189,29.938,1099.9,545.76,146.79,13.18,0.85495,53.203
"11708",27.686,1008.1,72.733,4.4311,29.704,1100.1,546.55,145.82,13.076,0.91153,52.955
"11709",29.179,1008.2,66.386,4.4725,29.924,1100,545.75,146.06,13.1,1.4312,53.458
"11710",30.541,1008.1,59.187,4.4929,30.019,1100,545.51,146.24,13.154,1.0638,53.933
"11711",31.96,1007.9,54.254,4.4799,30.074,1100.1,545.35,146.56,13.12,1.2112,54.801
"11712",32.774,1007.6,49.894,4.3647,29.343,1100,547.93,145.42,12.998,1.621,55.386
"11713",33.55,1007.1,47.126,4.4189,29.752,1099.9,546.84,146.31,13.057,1.8852,55.84
"11714",34.053,1007,48.265,4.4017,29.384,1100,547.98,145.67,13.036,2.0068,56.084
"11715",33.719,1007.1,51.169,4.442,29.73,1099.9,546.84,146.09,13.093,1.7999,53.993
"11716",32.973,1006.9,53.163,4.3819,29.594,1100,547.13,145.9,13.047,1.7166,54.014
"11717",32.085,1006.7,57.695,4.433,30.075,1099.9,545.8,146.38,13.092,1.7803,54.007
"11718",30.972,1006.6,52.945,4.4689,30.156,1100.1,545.12,147.1,13.166,1.8925,55.335
"11719",29.646,1006.6,54.437,4.445,30.114,1099.9,545.2,147.2,13.135,1.8582,55.537
"11720",28.611,1007.2,61.446,4.4473,30.2,1100,544.98,147.34,13.208,1.8732,55.095
"11721",27.586,1007.4,69.434,4.3466,29.488,1099.8,547.16,145.67,13.068,1.5716,55.392
"11722",27,1007.3,72.044,4.2945,29.275,1099.5,547.61,145.01,13.051,1.4297,54.742
"11723",26.264,1007.2,72.727,4.3602,29.842,1100,546,146.86,13.139,1.5297,56.172
"11724",24.681,1006.8,74.906,4.2705,29.376,1099.6,547.06,146.75,13.093,1.5517,57.879
"11725",23.474,1006.6,79.67,4.3696,30.062,1100.1,544.99,148.51,13.245,1.583,57.285
"11726",22.845,1006.7,81.61,4.4417,30.448,1100.1,543.64,149.41,13.258,1.5621,57.478
"11727",22.61,1006.5,83.734,4.3985,30.188,1100,544.37,149,13.19,1.0896,56.757
"11728",22.385,1006.3,83.17,4.4289,30.419,1099.9,543.6,149.66,13.272,1.254,56.909
"11729",21.934,1006.5,85.076,4.4205,30.183,1099.9,544.35,149.36,13.242,1.5538,57.92
"11730",22.436,1007,84.507,4.4566,30.449,1099.9,543.66,149.49,13.269,1.0245,56.674
"11731",24.632,1007.4,83.675,4.4393,29.924,1100.1,545.63,146.98,13.22,1.0781,56.133
"11732",27.207,1007.7,76.21,4.5044,30.246,1100.1,544.66,146.99,13.159,1.2598,55.364
"11733",28.813,1008,69.032,4.4062,29.505,1100,547.07,145.32,13.052,1.6695,57.59
"11734",29.885,1008.1,64.306,4.3626,29.184,1099.7,548.04,144.55,12.961,1.6397,58.839
"11735",30.792,1007.9,60.45,4.4234,29.534,1099.9,546.99,145.62,13.048,1.8489,59.185
"11736",31.878,1007.6,55.752,4.4916,29.633,1099.9,546.73,146.2,13.093,1.3642,54.995
"11737",32.819,1007.3,51.074,4.4561,29.386,1099.8,547.54,145.89,13.045,1.814,56.633
"11738",33.459,1006.9,49.722,4.4607,29.422,1099.7,547.41,145.79,13.041,1.5788,55.331
"11739",33.468,1006.7,46.974,4.4843,29.734,1099.9,546.83,146.66,13.066,1.565,55.289
"11740",33.251,1006.6,46.167,4.5149,30.183,1099.9,545.37,147.52,13.18,1.5858,54.72
"11741",32.852,1006.5,45.314,4.4436,29.869,1100,546.53,146.77,13.055,1.8117,56.64
"11742",32.148,1006.6,50.485,4.4689,30.284,1099.9,545.08,147.07,13.187,1.9455,56.512
"11743",30.746,1006.8,59.158,4.3337,29.517,1100,547.59,144.82,13.001,1.9044,56.188
"11744",29.081,1006.8,57.808,4.4306,30.148,1099.9,545.14,147.04,13.2,2.029,55.915
"11745",27.84,1007,55.408,4.2875,29.339,1099.8,547.74,146.13,13.029,2.3301,58.614
"11746",26.944,1007.2,56.964,4.3093,29.543,1099.8,546.93,146.94,13.076,2.3754,58.608
"11747",25.928,1007.4,61.011,4.2906,29.31,1099.4,547.27,146.56,13.012,2.3179,58.327
"11748",26.159,1007.3,63.864,4.2802,29.275,1099.7,547.68,146.09,13.035,1.5322,56.718
"11749",24.861,1007.3,65.495,4.2848,29.461,1099.8,547.01,147.32,13.08,1.4918,57.484
"11750",23.756,1007,69.595,4.2958,29.67,1099.8,546.41,148.1,13.11,1.6629,58.746
"11751",23.123,1006.7,72.736,4.3873,30.166,1099.8,544.49,149.16,13.296,1.2898,57.271
"11752",22.193,1006.4,74.403,4.3733,30.215,1100.3,544.27,149.86,13.251,1.2449,58.03
"11753",21.586,1006.3,74.611,3.9476,26.867,1090.5,549.53,139.35,12.491,1.4551,60.521
"11754",22.241,1006.4,72.071,4.4018,30.209,1099.5,544.37,149.38,13.218,1.3113,58.256
"11755",24.58,1006.4,64.051,4.4575,30.184,1100.1,545,148.44,13.231,1.4762,57.906
"11756",27.588,1006.8,58.162,4.4628,29.887,1100.1,545.89,147.09,13.148,1.3102,56.946
"11757",28.915,1007.1,63.796,4.3569,28.895,1099.6,548.66,144.32,12.984,1.1375,56.073
"11758",29.66,1007,67.529,4.324,28.684,1098.5,548.67,143.19,12.879,1.0188,54.784
"11759",30.527,1007,64.955,4.2815,28.314,1097.6,549.63,142.14,12.766,1.322,56.275
"11760",32.166,1006.8,49.42,4.4636,29.791,1099.9,546.48,146.82,13.1,0.86113,56.717
"11761",32.934,1006.3,45.475,4.3819,29.335,1100,548.06,146.08,13.059,1.076,57.575
"11762",33.154,1005.8,47.581,4.4338,29.659,1099.9,546.89,146.71,13.081,1.4306,56.934
"11763",33.625,1005.3,40.203,4.4104,29.561,1100,547.46,146.33,13.027,1.8907,59.215
"11764",33.846,1004.9,39.668,4.4389,29.815,1099.8,546.72,146.75,13.106,1.8926,59.137
"11765",33.218,1004.7,46.796,4.3461,29.273,1099.7,548.59,145.12,12.964,1.9202,58.324
"11766",31.921,1005,53.622,4.4279,29.94,1099.7,546.42,145.93,13.114,1.9737,58.048
"11767",31.033,1005.5,52.668,4.3799,29.506,1099.9,547.74,145.26,13.017,2.0291,58.529
"11768",30.043,1005.9,53.044,4.4355,30.142,1099.8,545.54,147.11,13.161,2.0009,58.448
"11769",28.491,1006,59.227,4.2623,28.898,1099,548.73,144.65,12.891,1.7871,58.803
"11770",27.376,1006.1,62.148,4.3216,29.439,1099.2,547.17,145.82,13.029,1.7317,58.348
"11771",26.493,1006.1,64.152,4.2776,29.068,1099.1,548.17,145.33,12.993,1.6988,58.802
"11772",25.755,1005.7,66.673,4.4612,30.51,1100.1,543.85,148.52,13.298,1.8928,58.907
"11773",25.276,1005.7,67.4,4.4015,30.112,1099.8,545.27,148.1,13.21,2.1592,59.536
"11774",24.594,1005.9,67.494,4.4257,30.435,1099.9,544.07,149.04,13.288,2.0942,59.918
"11775",24.065,1005.8,72.471,4.4303,30.362,1100,544.16,148.96,13.307,0.98495,57.02
"11776",23.495,1005.9,72.639,3.6935,24.935,1079.9,549.67,130.81,11.967,1.4163,54.273
"11777",23.141,1006.1,75.113,3.9843,26.96,1090.3,549.42,138.79,12.431,1.2431,58.112
"11778",23.861,1006.6,76.375,4.5301,30.893,1099.9,542.2,149.98,13.344,1.1956,56.203
